Wavelength [nm],Background nominal [44 yrs],Modulation nominal [25% 44 yrs],Modulation nominal [50% 44 yrs],Modulation nominal [100% 44 yrs],Modulation nominal [200% 44 yrs],Modulation nominal [400% 44 yrs],Background validated [32 yrs],Modulation validated [25% 32 yrs],Modulation validated [50% 32 yrs],Modulation validated [100% 32 yrs],Modulation validated [200% 32 yrs],Modulation validated [400% 32 yrs]
708,8.1098e-05,8.4747e-05,8.8397e-05,9.5695e-05,0.00011029,0.00013949,7.7562e-05,7.7012e-05,8.0834e-05,8.567e-05,9.9034e-05,0.00012391
710,7.5182e-05,7.8286e-05,8.139e-05,8.7599e-05,0.00010002,0.00012485,7.4944e-05,7.4988e-05,7.7542e-05,8.3732e-05,9.8008e-05,0.00012274
712,7.0788e-05,7.4285e-05,7.7782e-05,8.4777e-05,9.8766e-05,0.00012674,7.1128e-05,7.2294e-05,7.5374e-05,8.1396e-05,9.535e-05,0.00012498
714,7.0877e-05,7.4968e-05,7.906e-05,8.7242e-05,0.00010361,0.00013634,6.819e-05,6.862e-05,7.3038e-05,7.8622e-05,9.3496e-05,0.00012103
716,6.693e-05,7.1588e-05,7.6246e-05,8.5562e-05,0.00010419,0.00014146,6.4316e-05,6.4686e-05,6.8634e-05,7.4622e-05,8.8964e-05,0.00011864
718,5.7768e-05,6.2096e-05,6.6424e-05,7.508e-05,9.2391e-05,0.00012701,5.8416e-05,5.9708e-05,6.343e-05,6.849e-05,8.31e-05,0.00011537
720,5.296e-05,5.7478e-05,6.1996e-05,7.1032e-05,8.9103e-05,0.00012525,5.237e-05,5.3324e-05,5.6764e-05,6.3146e-05,7.5264e-05,0.00010691
722,4.7035e-05,5.1588e-05,5.6141e-05,6.5248e-05,8.3461e-05,0.00011989,4.7304e-05,4.9032e-05,5.2854e-05,5.8794e-05,6.9694e-05,0.00010315
724,4.2485e-05,4.6643e-05,5.0802e-05,5.912e-05,7.5755e-05,0.00010902,4.2524e-05,4.4722e-05,4.8156e-05,5.4884e-05,6.4946e-05,9.6728e-05
726,3.7033e-05,4.1366e-05,4.5698e-05,5.4363e-05,7.1693e-05,0.00010635,3.8796e-05,4.0004e-05,4.414e-05,5.0202e-05,6.013e-05,9.1646e-05
728,3.6156e-05,4.1667e-05,4.7179e-05,5.8201e-05,8.0246e-05,0.00012434,3.4712e-05,3.7452e-05,4.0096e-05,4.6368e-05,5.7174e-05,8.7494e-05
730,3.1087e-05,3.6004e-05,4.092e-05,5.0753e-05,7.042e-05,0.00010975,3.231e-05,3.5436e-05,3.791e-05,4.4192e-05,5.2732e-05,8.2548e-05
732,3.1629e-05,3.6544e-05,4.146e-05,5.1291e-05,7.0953e-05,0.00011028,3.065e-05,3.419e-05,3.6536e-05,4.2506e-05,5.0294e-05,7.7772e-05
734,2.5945e-05,3.038e-05,3.4814e-05,4.3683e-05,6.142e-05,9.6894e-05,2.9174e-05,3.372e-05,3.435e-05,3.91e-05,4.8918e-05,7.4168e-05
736,2.7455e-05,3.1817e-05,3.618e-05,4.4905e-05,6.2354e-05,9.7253e-05,2.6906e-05,3.0724e-05,3.124e-05,3.715e-05,4.532e-05,7.1976e-05
738,2.5293e-05,2.9072e-05,3.2852e-05,4.041e-05,5.5528e-05,8.5762e-05,2.5302e-05,2.9874e-05,2.901e-05,3.5304e-05,4.0978e-05,7.2584e-05
740,2.5568e-05,2.9497e-05,3.3425e-05,4.1283e-05,5.6998e-05,8.8429e-05,2.5144e-05,2.8168e-05,2.8464e-05,3.4252e-05,3.803e-05,6.8608e-05
742,3.0134e-05,3.4033e-05,3.7932e-05,4.5731e-05,6.1328e-05,9.2522e-05,2.4314e-05,2.6389e-05,2.8864e-05,3.3244e-05,3.1687e-05,6.4654e-05
744,2.831e-05,3.2422e-05,3.6534e-05,4.4758e-05,6.1206e-05,9.4102e-05,2.1794e-05,2.6965e-05,2.6549e-05,3.2653e-05,3.3986e-05,6.1512e-05
