Wavelength [nm],Background nominal [28 yrs],Modulation nominal [25% 28 yrs],Modulation nominal [50% 28 yrs],Modulation nominal [100% 28 yrs],Modulation nominal [200% 28 yrs],Modulation nominal [400% 28 yrs],Background validated [32 yrs],Modulation validated [25% 32 yrs],Modulation validated [50% 32 yrs],Modulation validated [100% 32 yrs],Modulation validated [200% 32 yrs],Modulation validated [400% 32 yrs]
712,7.0651e-05,7.4165e-05,7.7679e-05,8.4708e-05,9.8766e-05,0.00012688,7.5074e-05,7.6798e-05,7.8958e-05,8.7714e-05,0.0001024,0.00013718
714,7.0821e-05,7.4919e-05,7.9017e-05,8.7214e-05,0.00010361,0.00013639,7.113e-05,7.4016e-05,7.5528e-05,8.339e-05,9.8628e-05,0.00013515
716,6.6835e-05,7.1505e-05,7.6175e-05,8.5514e-05,0.00010419,0.00014155,6.5356e-05,6.9138e-05,7.0454e-05,7.7816e-05,9.5024e-05,0.00013233
718,5.7592e-05,6.1942e-05,6.6292e-05,7.4992e-05,9.2391e-05,0.00012719,5.9586e-05,6.2778e-05,6.4334e-05,7.2764e-05,8.7408e-05,0.00013026
720,5.2728e-05,5.7275e-05,6.1822e-05,7.0916e-05,8.9103e-05,0.00012548,5.3614e-05,5.722e-05,5.848e-05,6.663e-05,8.3524e-05,0.00012866
722,4.6893e-05,5.1464e-05,5.6035e-05,6.5177e-05,8.3461e-05,0.00012003,4.7916e-05,5.1068e-05,5.2476e-05,6.093e-05,7.7782e-05,0.00012064
724,4.2621e-05,4.6763e-05,5.0905e-05,5.9188e-05,7.5755e-05,0.00010889,4.227e-05,4.6078e-05,4.7296e-05,5.5464e-05,7.2948e-05,0.00011422
726,3.7167e-05,4.1483e-05,4.5799e-05,5.443e-05,7.1693e-05,0.00010622,3.7322e-05,4.173e-05,4.3356e-05,5.1546e-05,6.7304e-05,0.00011078
728,3.627e-05,4.1767e-05,4.7264e-05,5.8258e-05,8.0246e-05,0.00012422,3.4974e-05,3.7546e-05,4.0604e-05,4.7952e-05,6.2006e-05,0.00010493
730,3.1111e-05,3.6024e-05,4.0938e-05,5.0765e-05,7.042e-05,0.00010973,3.177e-05,3.3904e-05,3.7108e-05,4.5768e-05,5.9162e-05,9.7064e-05
732,3.1762e-05,3.6661e-05,4.1559e-05,5.1357e-05,7.0953e-05,0.00011014,2.8974e-05,3.1958e-05,3.551e-05,4.315e-05,5.6042e-05,9.3086e-05
734,2.6031e-05,3.0455e-05,3.4878e-05,4.3725e-05,6.142e-05,9.6808e-05,2.7382e-05,3.1206e-05,3.3818e-05,4.2004e-05,5.4196e-05,9.2344e-05
736,2.7663e-05,3.2e-05,3.6336e-05,4.5009e-05,6.2354e-05,9.7045e-05,2.5476e-05,2.8854e-05,3.0564e-05,3.755e-05,5.1958e-05,8.7396e-05
738,2.5677e-05,2.9409e-05,3.314e-05,4.0603e-05,5.5528e-05,8.5378e-05,2.4296e-05,2.6515e-05,2.9358e-05,3.6024e-05,5.0006e-05,7.3768e-05
740,2.5968e-05,2.9847e-05,3.3726e-05,4.1483e-05,5.6998e-05,8.8028e-05,2.2836e-05,2.4949e-05,2.6552e-05,3.4072e-05,4.6482e-05,6.8309e-05
742,3.0825e-05,3.4637e-05,3.845e-05,4.6076e-05,6.1328e-05,9.1831e-05,2.3608e-05,2.4479e-05,2.6234e-05,3.2854e-05,4.4186e-05,6.4922e-05
744,2.8777e-05,3.283e-05,3.6884e-05,4.4991e-05,6.1206e-05,9.3635e-05,2.3965e-05,2.3229e-05,2.514e-05,3.1742e-05,4.4356e-05,5.6682e-05
746,2.2993e-05,2.557e-05,2.8147e-05,3.33e-05,4.3607e-05,6.4221e-05,2.1474e-05,2.1904e-05,2.5718e-05,3.0566e-05,3.9308e-05,5.1105e-05
748,2.516e-05,2.7596e-05,3.0031e-05,3.4902e-05,4.4643e-05,6.4126e-05,2.1476e-05,2.2014e-05,2.5942e-05,2.8531e-05,3.8926e-05,4.4921e-05
750,2.613e-05,2.8549e-05,3.0969e-05,3.5808e-05,4.5486e-05,6.4843e-05,2.2744e-05,2.0991e-05,2.6556e-05,2.7955e-05,3.7085e-05,3.8356e-05
752,2.7753e-05,2.9438e-05,3.1123e-05,3.4494e-05,4.1235e-05,5.4718e-05,2.2642e-05,2.2279e-05,2.7499e-05,2.9675e-05,3.8151e-05,3.9605e-05
754,3.0383e-05,3.1708e-05,3.3033e-05,3.5684e-05,4.0985e-05,5.1588e-05,2.451e-05,2.2302e-05,2.6117e-05,2.8744e-05,3.743e-05,3.8779e-05
756,3.2057e-05,3.3436e-05,3.4814e-05,3.7571e-05,4.3085e-05,5.4113e-05,2.5691e-05,2.3095e-05,2.7806e-05,3.0322e-05,3.3299e-05,3.2558e-05
758,3.6531e-05,3.7924e-05,3.9317e-05,4.2102e-05,4.7674e-05,5.8817e-05,2.7448e-05,2.3666e-05,2.9336e-05,2.9124e-05,3.584e-05,3.2767e-05
760,4.3958e-05,4.5552e-05,4.7146e-05,5.0333e-05,5.6707e-05,6.9456e-05,2.9506e-05,2.6682e-05,2.931e-05,2.9643e-05,3.7369e-05,2.9474e-05
