2.6357e-05,2.0516e-05,2.6601e-05,2.0508e-05,2.6846e-05,2.0809e-05,2.7335e-05,2.0762e-05,2.8263e-05,2.3997e-05
1.8625e-05,2.0527e-05,1.8821e-05,1.9754e-05,1.9018e-05,1.9536e-05,1.941e-05,2.0398e-05,2.0156e-05,2.3293e-05
2.6806e-05,1.9408e-05,2.705e-05,1.9444e-05,2.7294e-05,2.0811e-05,2.7783e-05,1.9924e-05,2.8711e-05,2.3521e-05
2.8489e-05,1.9607e-05,2.8735e-05,1.8911e-05,2.8982e-05,2.1541e-05,2.9476e-05,1.9174e-05,3.0414e-05,2.1997e-05
2.1009e-05,1.9507e-05,2.1184e-05,1.8431e-05,2.1359e-05,2.0169e-05,2.1709e-05,1.8954e-05,2.2375e-05,2.1944e-05
1.913e-05,1.8278e-05,1.9291e-05,2.0301e-05,1.9451e-05,1.9058e-05,1.9773e-05,2.0119e-05,2.0384e-05,2.2545e-05
1.8781e-05,1.8359e-05,1.8921e-05,1.9067e-05,1.9061e-05,1.9522e-05,1.9341e-05,1.9657e-05,1.9873e-05,2.2593e-05
2.2659e-05,1.8618e-05,2.2783e-05,1.8848e-05,2.2907e-05,2.0778e-05,2.3154e-05,1.9689e-05,2.3625e-05,2.2639e-05
2.655e-05,1.8587e-05,2.6764e-05,1.8547e-05,2.6977e-05,2.0299e-05,2.7404e-05,1.9562e-05,2.8216e-05,2.1411e-05
2.0404e-05,1.9088e-05,2.0499e-05,1.8198e-05,2.0593e-05,2.0188e-05,2.0782e-05,1.871e-05,2.1142e-05,2.1473e-05
2.4054e-05,1.9497e-05,2.414e-05,1.9279e-05,2.4226e-05,2.1561e-05,2.4398e-05,1.9639e-05,2.4724e-05,2.176e-05
2.8682e-05,2.135e-05,2.8664e-05,2.1513e-05,2.8645e-05,2.3842e-05,2.8609e-05,2.2965e-05,2.8541e-05,2.2623e-05
3.7862e-05,2.909e-05,3.7597e-05,2.9101e-05,3.7332e-05,3.1392e-05,3.6802e-05,3.0576e-05,3.5796e-05,2.9756e-05
5.8078e-05,4.665e-05,5.7422e-05,4.6744e-05,5.6765e-05,4.7832e-05,5.5452e-05,4.623e-05,5.2958e-05,4.4638e-05
9.5153e-05,7.436e-05,9.3855e-05,7.3996e-05,9.2556e-05,7.4548e-05,8.9959e-05,7.3082e-05,8.5024e-05,6.9278e-05
0.00014591,0.00011861,0.00014349,0.00011769,0.00014107,0.00011677,0.00013623,0.00011166,0.00012704,0.00010593
0.00023001,0.0001863,0.00022561,0.00018505,0.00022121,0.00018258,0.0002124,0.00017442,0.00019567,0.0001613
0.00033016,0.00027182,0.00032298,0.00026662,0.0003158,0.0002629,0.00030144,0.00025058,0.00027415,0.00023116
0.00045375,0.0003759,0.00044275,0.0003678,0.00043175,0.00036068,0.00040974,0.00034338,0.00036794,0.00031138
0.0005928,0.0005013,0.00057681,0.00048864,0.00056081,0.00047688,0.00052883,0.000452,0.00046806,0.00040288
0.00072547,0.00062422,0.00070416,0.00060716,0.00068284,0.00058962,0.00064021,0.00055488,0.00055922,0.00048802
0.00081093,0.00071476,0.00078512,0.000693,0.00075932,0.00067162,0.00070772,0.0006274,0.00060967,0.00054366
0.00084554,0.00076426,0.00081652,0.00073882,0.00078749,0.00071384,0.00072944,0.00066186,0.00061915,0.0005655
0.00083903,0.00077512,0.00080807,0.00074708,0.0007771,0.00071968,0.00071518,0.00066192,0.00059752,0.00055708
0.00079633,0.00074722,0.00076494,0.00071812,0.00073355,0.0006885,0.00067077,0.00063026,0.00055149,0.00051822
0.00071657,0.00068938,0.00068626,0.00066086,0.00065596,0.0006327,0.00059535,0.0005744,0.00048019,0.00046244
0.00060432,0.00059866,0.00057708,0.00057254,0.00054983,0.00054588,0.00049534,0.0004932,0.0003918,0.000388
0.0004703,0.00048282,0.00044787,0.00046096,0.00042544,0.00043776,0.00038059,0.00039282,0.00029537,0.00030278
0.00032734,0.00035276,0.00031095,0.00033678,0.00029456,0.0003188,0.00026179,0.00028438,0.00019952,0.0002159
0.00020241,0.00022996,0.00019158,0.00021886,0.00018075,0.00020666,0.00015909,0.00018184,0.00011794,0.0001345
0.00012413,0.0001393,0.00011664,0.00013265,0.00010915,0.00012279,9.4175e-05,0.00010604,6.5713e-05,7.3456e-05
9.2499e-05,9.508e-05,8.6147e-05,9.0176e-05,7.9794e-05,8.2782e-05,6.7089e-05,7.0446e-05,4.295e-05,4.5778e-05
8.8637e-05,8.5778e-05,8.232e-05,8.0592e-05,7.6003e-05,7.3844e-05,6.3369e-05,6.2086e-05,3.9364e-05,3.868e-05
8.9806e-05,8.8022e-05,8.3227e-05,8.2566e-05,7.6649e-05,7.5e-05,6.3491e-05,6.2734e-05,3.8492e-05,3.8054e-05
9.6155e-05,9.4744e-05,8.9214e-05,8.8788e-05,8.2274e-05,8.088e-05,6.8393e-05,6.6926e-05,4.2018e-05,4.083e-05
0.00010647,0.00010314,9.9194e-05,9.684e-05,9.1917e-05,8.8254e-05,7.7362e-05,7.337e-05,4.9708e-05,4.529e-05
0.00011097,0.00010902,0.00010352,0.00010278,9.6074e-05,9.295e-05,8.1177e-05,7.8348e-05,5.2873e-05,4.9168e-05
0.00011591,0.00011137,0.00010875,0.00010487,0.00010159,9.7502e-05,8.7262e-05,8.2644e-05,6.0046e-05,5.433e-05
0.00012198,0.00011743,0.00011532,0.00011023,0.00010867,0.00010326,9.5363e-05,8.9318e-05,7.0078e-05,6.3634e-05
0.00013001,0.00012511,0.00012385,0.00011961,0.00011768,0.00011154,0.00010535,9.9068e-05,8.1915e-05,7.5154e-05
0.00013742,0.00013393,0.00013203,0.00012888,0.00012665,0.00012185,0.00011588,0.00011084,9.5426e-05,8.9388e-05
0.00014671,0.00014408,0.00014248,0.00014023,0.00013824,0.00013366,0.00012978,0.00012444,0.00011369,0.0001079
0.00015999,0.00015511,0.00015715,0.00015229,0.00015432,0.00014751,0.00014865,0.00014079,0.00013787,0.00012988
0.00017458,0.00016907,0.00017353,0.00016771,0.00017249,0.00016518,0.00017041,0.00016148,0.00016645,0.00015775
0.00019161,0.00018448,0.00019288,0.00018614,0.00019415,0.00018583,0.0001967,0.00018587,0.00020153,0.00019069
0.00019927,0.00018924,0.00020256,0.00019239,0.00020584,0.00019415,0.00021242,0.00019966,0.00022491,0.00021224
0.00020148,0.00019031,0.00020645,0.00019434,0.00021142,0.00019873,0.00022135,0.00020738,0.00024022,0.00022736
0.00020184,0.0001895,0.00020824,0.00019462,0.00021463,0.00020093,0.00022741,0.00021148,0.00025171,0.000236
0.00019898,0.00018436,0.00020637,0.00019023,0.00021375,0.00019723,0.00022853,0.0002098,0.0002566,0.00023632
0.00019865,0.00018646,0.00020673,0.00019214,0.00021482,0.00020009,0.00023099,0.00021304,0.00026172,0.00024268
0.0002109,0.00019782,0.00021979,0.00020484,0.00022868,0.0002149,0.00024646,0.0002294,0.00028024,0.00026228
0.00022586,0.00021496,0.00023553,0.00022336,0.00024519,0.00023316,0.00026451,0.00024994,0.00030123,0.00028618
0.00024608,0.00022668,0.00025597,0.00023706,0.00026586,0.00024582,0.00028564,0.00026364,0.00032323,0.0003003
0.00030552,0.00025682,0.00031519,0.00026578,0.00032485,0.00027552,0.00034418,0.00029212,0.0003809,0.00032788
0.00048122,0.00036352,0.00049055,0.00037162,0.00049988,0.00038066,0.00051854,0.00039696,0.000554,0.00043092
0.00086831,0.00063954,0.00087715,0.00064666,0.000886,0.0006559,0.00090368,0.00067032,0.00093729,0.00070282
0.0014818,0.0011393,0.0014902,0.0011451,0.0014986,0.0011534,0.0015153,0.0011664,0.001547,0.001197
0.0022883,0.0018477,0.0022972,0.0018527,0.0023061,0.0018603,0.0023239,0.0018714,0.0023577,0.0018996
0.003095,0.00257,0.0031062,0.0025742,0.0031174,0.0025828,0.0031398,0.0025964,0.0031824,0.002627
0.003882,0.0033218,0.0038967,0.0033292,0.0039115,0.0033408,0.0039409,0.0033598,0.0039969,0.003401
0.0045779,0.0040662,0.0045965,0.0040766,0.0046151,0.0040924,0.0046523,0.00412,0.0047229,0.004177
0.0050918,0.00468,0.0051136,0.0046946,0.0051353,0.0047156,0.0051788,0.0047516,0.0052614,0.004823
0.0053922,0.0050508,0.0054161,0.0050688,0.0054399,0.0050944,0.0054876,0.0051382,0.0055782,0.0052226
