9.7673e-06,1.6251e-05,9.7551e-06,1.8746e-05,9.7429e-06,1.6583e-05,9.7186e-06,1.9901e-05,9.67e-06,1.7816e-05,9.5727e-06,2.0872e-05
8.4009e-06,1.6072e-05,8.4795e-06,1.9032e-05,8.558e-06,1.4293e-05,8.7152e-06,1.8421e-05,9.0295e-06,1.6686e-05,9.658e-06,2.1967e-05
9.1669e-06,1.7843e-05,9.4861e-06,1.9061e-05,9.8053e-06,1.4752e-05,1.0444e-05,1.6878e-05,1.1721e-05,1.5682e-05,1.4274e-05,2.1429e-05
1.0805e-05,1.8259e-05,1.0993e-05,1.6377e-05,1.1182e-05,1.3939e-05,1.1558e-05,1.6959e-05,1.2312e-05,1.5907e-05,1.3819e-05,2.1658e-05
1.3841e-05,1.7101e-05,1.3759e-05,1.6695e-05,1.3677e-05,1.3361e-05,1.3512e-05,1.5665e-05,1.3182e-05,1.667e-05,1.2523e-05,2.1075e-05
1.3039e-05,1.611e-05,1.3005e-05,1.534e-05,1.2972e-05,1.4235e-05,1.2904e-05,1.5616e-05,1.2769e-05,1.5552e-05,1.2498e-05,2.2046e-05
1.1949e-05,1.7249e-05,1.2106e-05,1.4316e-05,1.2263e-05,1.3719e-05,1.2577e-05,1.6233e-05,1.3206e-05,1.5097e-05,1.4463e-05,2.2768e-05
1.2518e-05,1.5589e-05,1.2344e-05,1.3115e-05,1.217e-05,1.4912e-05,1.1823e-05,1.6431e-05,1.1127e-05,1.499e-05,9.7353e-06,1.9925e-05
8.1753e-06,1.5118e-05,8.3571e-06,1.3907e-05,8.5389e-06,1.3038e-05,8.9025e-06,1.5805e-05,9.6297e-06,1.5808e-05,1.1084e-05,2.0038e-05
1.0484e-05,1.5928e-05,1.0704e-05,1.2358e-05,1.0924e-05,1.3095e-05,1.1364e-05,1.7204e-05,1.2244e-05,1.5002e-05,1.4004e-05,2.0295e-05
1.059e-05,1.7188e-05,1.0819e-05,1.2328e-05,1.1048e-05,1.4168e-05,1.1506e-05,1.6001e-05,1.2422e-05,1.5405e-05,1.4253e-05,1.9884e-05
1.1422e-05,1.8105e-05,1.1528e-05,1.2651e-05,1.1635e-05,1.4843e-05,1.1848e-05,1.7144e-05,1.2275e-05,1.5829e-05,1.3128e-05,1.8957e-05
1.1344e-05,1.8294e-05,1.1578e-05,1.3631e-05,1.1812e-05,1.5333e-05,1.2281e-05,1.755e-05,1.3217e-05,1.6404e-05,1.509e-05,1.8449e-05
1.5179e-05,2.1373e-05,1.53e-05,1.7394e-05,1.542e-05,1.778e-05,1.5662e-05,1.965e-05,1.6144e-05,1.7346e-05,1.711e-05,1.9592e-05
2.351e-05,2.6778e-05,2.3479e-05,2.3605e-05,2.3448e-05,2.2596e-05,2.3386e-05,2.4028e-05,2.3261e-05,2.0886e-05,2.3012e-05,2.0614e-05
4.4155e-05,4.3022e-05,4.3429e-05,3.978e-05,4.2703e-05,3.8034e-05,4.1252e-05,3.9358e-05,3.835e-05,3.2732e-05,3.2544e-05,2.8118e-05
9.607e-05,8.3984e-05,9.3306e-05,7.8466e-05,9.0543e-05,7.5352e-05,8.5016e-05,7.396e-05,7.3963e-05,6.139e-05,5.1857e-05,4.4502e-05
0.00017263,0.00015328,0.00016694,0.00014395,0.00016126,0.00013911,0.00014989,0.0001301,0.00012715,0.00010916,8.1672e-05,7.009e-05
0.00027801,0.00025344,0.00026807,0.00023986,0.00025813,0.00023012,0.00023824,0.0002122,0.00019847,0.00017424,0.00011893,0.00010586
0.00041978,0.00039216,0.00040382,0.00037254,0.00038786,0.0003554,0.00035595,0.00032364,0.00029213,0.00026198,0.00016447,0.00014799
0.00059052,0.00055954,0.00056693,0.00052982,0.00054335,0.0005057,0.00049618,0.00045812,0.00040184,0.00036538,0.00021316,0.00019299
0.0007644,0.00072826,0.00073271,0.00069086,0.00070103,0.00065832,0.00063767,0.00059544,0.00051094,0.00046924,0.00025748,0.00023518
0.00091522,0.00087662,0.00087629,0.00083312,0.00083736,0.00079432,0.0007595,0.0007182,0.00060378,0.0005621,0.00029234,0.00027084
0.0010213,0.0009844,0.0009768,0.0009369,0.00093233,0.00089336,0.00084339,0.0008067,0.0006655,0.000629,0.00030974,0.00029486
0.0010523,0.0010213,0.0010057,0.0009731,0.00095915,0.00092752,0.000866,0.00083668,0.00067969,0.0006484,0.00030709,0.0002921
0.0010073,0.00098454,0.00096159,0.00093724,0.00091589,0.00089394,0.00082448,0.00080488,0.00064166,0.0006189,0.00027603,0.0002644
0.0009031,0.00087832,0.00086088,0.0008376,0.00081866,0.0007982,0.00073423,0.00071832,0.00056536,0.00054802,0.00022763,0.00021912
0.00076811,0.0007257,0.00073148,0.00069268,0.00069485,0.00066016,0.0006216,0.0005945,0.00047509,0.00045134,0.00018208,0.00017135
0.00060047,0.00054424,0.00057175,0.0005208,0.00054304,0.00049754,0.00048562,0.00044946,0.00037077,0.00034162,0.00014106,0.00012863
0.00040714,0.00036144,0.00038802,0.00034764,0.0003689,0.0003334,0.00033067,0.0003023,0.0002542,0.00023216,0.00010126,9.3792e-05
0.00023462,0.00020869,0.00022441,0.00020303,0.0002142,0.00019615,0.00019378,0.00017896,0.00015293,0.00014143,7.1235e-05,6.5612e-05
0.0001337,0.00012583,0.00012893,0.00012321,0.00012416,0.00011981,0.00011463,0.0001112,9.5565e-05,9.0944e-05,5.7433e-05,5.298e-05
0.00010458,0.00010439,0.00010132,0.00010331,9.8052e-05,0.00010086,9.1524e-05,9.367e-05,7.8469e-05,7.921e-05,5.2358e-05,5.1962e-05
0.00010169,0.00010419,9.8665e-05,0.00010329,9.5637e-05,0.00010065,8.9581e-05,9.3826e-05,7.7469e-05,8.0204e-05,5.3245e-05,5.5086e-05
0.00010751,0.00011242,0.00010433,0.00011114,0.00010115,0.00010802,9.4782e-05,0.00010066,8.2052e-05,8.669e-05,5.6592e-05,6.06e-05
0.00011633,0.00012252,0.00011302,0.00012065,0.00010972,0.00011752,0.00010311,0.00010987,8.9894e-05,9.5398e-05,6.3461e-05,6.641e-05
0.00012142,0.00012916,0.00011792,0.00012783,0.00011441,0.00012471,0.00010741,0.00011612,9.3387e-05,0.00010147,6.5351e-05,7.1316e-05
0.00012493,0.00013126,0.00012153,0.00013007,0.00011812,0.00012752,0.00011131,0.00011986,9.7699e-05,0.00010401,7.047e-05,7.4404e-05
0.00012784,0.00013606,0.00012443,0.00013382,0.00012101,0.00013081,0.00011417,0.00012382,0.0001005,0.00010877,7.3158e-05,7.8718e-05
0.0001338,0.00014274,0.00013036,0.00013968,0.00012693,0.00013703,0.00012006,0.00013067,0.00010632,0.00011602,7.8847e-05,8.7064e-05
0.00013959,0.00014804,0.00013657,0.00014593,0.00013354,0.00014331,0.0001275,0.00013678,0.00011541,0.00012409,9.1221e-05,9.7776e-05
0.00014414,0.00015154,0.00014188,0.00015022,0.00013961,0.00014822,0.00013508,0.00014207,0.00012601,0.00013319,0.00010789,0.00011204
0.00014724,0.00015193,0.00014595,0.00015135,0.00014465,0.0001507,0.00014206,0.00014727,0.00013688,0.00014237,0.00012653,0.00013051
0.00015109,0.00015231,0.00015101,0.00015307,0.00015094,0.00015384,0.00015078,0.00015296,0.00015046,0.0001536,0.00014983,0.00015286
0.00014857,0.0001527,0.00014987,0.000155,0.00015116,0.00015688,0.00015375,0.00015948,0.00015894,0.00016667,0.0001693,0.00017884
0.00013996,0.00014184,0.00014293,0.00014449,0.0001459,0.00014935,0.00015184,0.00015531,0.00016372,0.00017022,0.00018748,0.00019561
0.00012903,0.00012915,0.00013364,0.00013388,0.00013826,0.00014005,0.00014749,0.00014921,0.00016594,0.00017092,0.00020285,0.0002108
0.00011678,0.00011806,0.00012297,0.00012371,0.00012917,0.00013023,0.00014155,0.00014273,0.00016633,0.00016968,0.00021588,0.0002206
0.00010347,0.00010614,0.00011108,0.00011362,0.00011869,0.00012019,0.00013391,0.00013495,0.00016434,0.00016486,0.00022521,0.00022258
0.00010017,0.00010094,0.00010841,0.00010916,0.00011665,0.00011649,0.00013314,0.00013302,0.00016612,0.00016609,0.00023207,0.00022996
0.00010225,0.00010401,0.00011147,0.00011335,0.00012069,0.00012063,0.00013914,0.000139,0.00017603,0.00017588,0.00024981,0.00024712
0.00010643,0.00010995,0.00011678,0.00011961,0.00012713,0.00012808,0.00014783,0.00014921,0.00018924,0.00018968,0.00027204,0.00026776
0.00010914,0.00011079,0.00012089,0.00012196,0.00013264,0.00013143,0.00015615,0.00015397,0.00020315,0.00019765,0.00029717,0.00028182
0.00011101,0.00010957,0.00012588,0.00012369,0.00014074,0.00013535,0.00017047,0.00016215,0.00022992,0.00021146,0.00034883,0.00031078
0.00011144,0.00011139,0.00013677,0.0001351,0.0001621,0.00015646,0.00021275,0.00019685,0.00031406,0.00027002,0.00051668,0.00042992
0.00011606,0.00011773,0.00016954,0.00016537,0.00022301,0.00021106,0.00032995,0.00029268,0.00054383,0.00044386,0.0009716,0.00078268
0.00012489,0.00012728,0.00022801,0.00022016,0.00033113,0.00030944,0.00053736,0.00047336,0.00094984,0.00078608,0.0017748,0.0014743
0.00014276,0.0001453,0.00031456,0.00030102,0.00048636,0.00045374,0.00082997,0.00074252,0.0015172,0.0013109,0.0028916,0.0025116
0.00018064,0.00018039,0.00042368,0.00039852,0.00066671,0.00061838,0.0011528,0.0010407,0.0021249,0.0018817,0.0040692,0.0036232
0.00024375,0.0002358,0.00056404,0.0005213,0.00088433,0.0008135,0.0015249,0.0013762,0.002806,0.0025122,0.0053683,0.0048168
0.00031937,0.00030788,0.00071569,0.00066182,0.001112,0.0010306,0.0019047,0.0017362,0.00349,0.0031764,0.0066606,0.0060144
0.00039181,0.00037636,0.00084972,0.00079066,0.0013076,0.0012238,0.0022235,0.0020549,0.0040551,0.0037636,0.0077184,0.0070276
0.00044434,0.00042608,0.00094101,0.0008783,0.0014377,0.0013461,0.002431,0.0022638,0.0044177,0.004151,0.0083911,0.007686
0.0004792,0.00045672,0.00098483,0.00091192,0.0014905,0.0013769,0.0025017,0.0023146,0.0045242,0.0042392,0.0085692,0.0078302
0.0005033,0.00047692,0.00097821,0.00089728,0.0014531,0.0013232,0.0024029,0.002205,0.0043026,0.0040136,0.0081018,0.0073918
0.00052047,0.0004878,0.00092925,0.00084892,0.001338,0.0012139,0.0021556,0.0019803,0.0037907,0.0035642,0.0070609,0.0064978
0.00052358,0.00047934,0.00085347,0.0007702,0.0011834,0.0010611,0.0018431,0.0016771,0.0031627,0.002968,0.0058018,0.0053074
0.00049563,0.00044054,0.00074509,0.00065436,0.00099455,0.00086806,0.0014935,0.0013178,0.0024913,0.002275,0.004487,0.0039474
0.00042545,0.00038126,0.00058536,0.00051534,0.00074528,0.00065238,0.0010651,0.00093502,0.0017048,0.0015478,0.0029841,0.0025652
0.00035016,0.000326,0.00042241,0.00038696,0.00049467,0.00045136,0.00063918,0.00058594,0.00092819,0.00088086,0.0015062,0.0013378
