26,-0.042951,-0.036681,-0.03368,-0.021702,-0.030193,-0.060276,-0.053487,-0.054244,-0.059126,-0.060463
37,-0.031724,-0.027642,-0.0063174,-0.016542,-0.010557,-0.036024,-0.029543,-0.02858,-0.037341,-0.027892
38,-0.028049,-0.026564,-0.031492,-0.022393,-0.02657,-0.051505,-0.039446,-0.049714,-0.050518,-0.050899
43,-0.0021684,-0.00048891,-0.0048572,-0.0064818,-0.013125,-0.021341,-0.020518,-0.0082479,0.0035607,-0.0019722
49,-0.017625,-0.025015,-0.028945,-0.011209,-0.023918,-0.029516,-0.047907,-0.040745,-0.045279,-0.051686
50,-0.0061996,-0.021503,-0.0074702,-0.013722,0.017013,-0.0029593,-0.0058547,-0.0011155,-0.0086814,-0.00053217
73,0.004415,0.0061522,0.011008,0.01491,0.009052,0.011813,0.0010753,0.0091976,-0.00056474,0.0044999
74,0.00037824,0.001944,0.002236,-0.01007,-0.0031794,-0.030533,-0.019961,-0.020382,-0.020172,-0.0084162
75,-0.024793,-0.014482,-0.026579,-0.024607,-0.02695,0.010493,0.011144,0.0034729,0.0063372,0.0028866
77,-0.043708,-0.04929,-0.04756,-0.048443,-0.05022,-0.05838,-0.073274,-0.065589,-0.064861,-0.06109
79,0.01805,-0.0017348,0.0019938,0.0041069,0.0030827,-0.0088066,-0.0051307,0.0021019,-0.00078282,-0.0039641
80,-0.014631,-0.0074459,-0.0077274,-0.0065857,-0.0023861,-0.012984,-0.015291,0.009185,-0.0045258,-0.019408
81,-0.015422,-0.018907,-0.019775,-0.019803,-0.030885,-0.026469,-0.033763,-0.028331,-0.03347,-0.022426
82,-0.025061,-0.030249,-0.010982,-0.015223,-0.0219,-0.020941,-0.02952,-0.024169,-0.0052643,-0.026367
87,-0.017303,-0.010294,-0.019357,-0.0064309,-0.020282,-0.013784,-0.019373,-0.013897,-0.01994,-0.011292
88,0.00073018,-0.0075173,0.001586,-0.0053128,0.0035651,-0.010219,-0.017205,0.00066243,-0.004958,0.0035517
89,-0.020868,-0.017514,-0.018045,-0.011574,-0.029136,-0.024284,-0.027518,-0.038206,-0.02298,-0.030714
90,0.0025156,-0.00076904,-0.011309,0.0074221,-0.0063363,-0.020408,-0.0071793,-0.012584,-0.00864,-0.005534
94,-0.0020499,0.0070376,-0.0062882,0.0078405,-0.011113,-0.027842,-0.023529,-0.017716,-0.027805,-0.015885
96,-0.0065152,0.0054767,-0.0050807,0.00099165,-0.00039778,-0.013467,-0.02766,-0.016963,-0.0082927,-0.017712
