26,0.039428,0.043665,0.096416,0.06757,0.06713,0.14961,0.16406,0.12032,0.16888,0.14998
37,0.03236,0.024216,-0.02676,-0.00046872,-0.0037592,0.047575,0.05634,0.028153,0.037114,0.066083
38,0.048531,0.01787,0.042015,0.072913,0.0414,0.127,0.12926,0.097487,0.10809,0.14023
43,-0.037562,-0.020873,-0.05456,-0.027123,-0.022704,-0.12983,-0.08972,-0.12671,-0.045634,-0.099699
49,0.072809,0.060742,-0.01922,0.034822,0.020771,0.097121,0.14065,0.1822,0.091741,0.12804
50,0.011805,-0.021499,-0.022999,-0.017728,0.0091825,-0.029021,-0.029412,-0.069542,-0.046492,-0.099653
73,-0.097973,-0.091563,-0.12606,-0.080141,-0.10182,-0.12984,-0.074029,-0.12275,-0.085053,-0.043484
74,-0.094836,-0.092945,-0.09219,-0.10993,-0.078479,-0.064915,-0.049104,-0.06492,-0.065486,-0.069988
75,0.022955,0.050057,0.04003,0.042045,0.019981,-0.096153,-0.089666,-0.056418,-0.050116,-0.11853
77,0.07517,0.062942,0.074838,0.0942,0.063483,0.12747,0.14877,0.18551,0.1364,0.11913
79,-0.098418,-0.044144,-0.081394,-0.056937,-0.071153,-0.042757,-0.03949,-0.023184,-0.016586,-0.043142
80,-0.043451,-0.047532,-0.013139,-0.051029,-0.039606,-0.074849,-0.049589,-0.014073,-0.076523,-0.036718
81,0.025662,0.018575,0.044019,0.055633,-0.0043038,0.074833,0.045063,0.07134,0.0618,0.097081
82,0.014616,-0.049368,-0.037452,-0.023276,-0.0071379,0.031702,0.027648,0.029922,-0.013013,0.031492
87,-0.030532,-0.034248,-0.031062,-0.049682,-0.067347,-0.074921,-0.048841,-0.05243,-0.057314,-0.06298
88,-0.086518,-0.1045,-0.07412,-0.1102,-0.065077,-0.12109,-0.090425,-0.13432,-0.1148,-0.10901
89,-0.055088,-0.027779,-0.070397,-0.066754,-0.043194,0.010244,-0.064592,-0.036237,-0.037076,-0.019179
90,-0.052029,-0.087057,-0.018063,-0.071549,-0.092764,-0.034417,3.4597,-0.088913,-0.062776,-0.039661
94,-0.034951,-0.041693,-0.024664,0.0011463,0.0080976,0.058663,0.036479,0.071445,0.073072,0.096899
96,-0.071428,-0.10775,-0.15936,-0.15759,-0.059508,0.015209,-0.0032099,0.0087303,-0.0082236,0.0092537
